amount,category,type,hour,location_distance,previous_transactions,is_fraud
83183.75,Food,INCOME,1,289.7,20,1
85303.89,Travel,EXPENSE,6,208.94,11,1
52644.94,Entertainment,INCOME,22,122.18,7,1
80604.5,Food,EXPENSE,22,599.86,16,1
87865.72,Food,EXPENSE,19,975.59,7,1
63105.82,Travel,INCOME,6,134.71,20,1
22610.47,Bills,EXPENSE,23,76.84,2,0
61206.92,Entertainment,INCOME,10,991.42,3,1
50093.32,Bills,EXPENSE,0,911.51,6,1
99726.45,Food,EXPENSE,10,778.63,3,1
83767.8,Entertainment,EXPENSE,7,688.4,10,1
70298.72,Shopping,INCOME,19,119.7,13,1
88234.01,Salary,EXPENSE,12,367.9,11,1
5841.61,Shopping,EXPENSE,3,870.84,20,1
28719.28,Entertainment,INCOME,7,231.35,16,0
83814.62,Entertainment,EXPENSE,13,194.71,5,1
60676.5,Entertainment,EXPENSE,2,240.14,8,1
41855.98,Food,INCOME,1,695.42,9,1
53633.7,Salary,EXPENSE,11,630.48,10,1
93562.45,Bills,INCOME,23,46.36,3,1
12922.21,Other,EXPENSE,1,943.85,1,1
20358.06,Bills,INCOME,19,88.38,0,1
68506.56,Food,INCOME,23,212.85,5,1
25439.99,Shopping,INCOME,1,817.4,16,1
43652.23,Food,INCOME,20,847.43,13,1
64432.89,Travel,EXPENSE,16,831.39,9,1
4082.17,Travel,INCOME,17,4.96,16,0
78035.31,Shopping,INCOME,7,476.89,17,1
52884.37,Bills,EXPENSE,6,233.75,11,1
12457.51,Food,INCOME,14,691.11,0,0
4796.75,Shopping,EXPENSE,9,285.76,5,0
71479.54,Bills,INCOME,18,807.32,12,1
70630.86,Entertainment,INCOME,19,572.72,12,1
65694.28,Other,INCOME,2,889.15,9,1
78363.9,Entertainment,INCOME,20,951.94,7,1
56555.72,Shopping,EXPENSE,16,887.34,18,1
97486.63,Travel,EXPENSE,6,108.35,7,1
14172.16,Bills,INCOME,18,559.85,1,0
69982.77,Entertainment,INCOME,4,397.99,3,1
41799.48,Food,INCOME,5,749.28,9,1
99469.45,Travel,EXPENSE,10,670.15,19,1
65036.45,Entertainment,EXPENSE,21,897.07,0,1
98094.62,Other,EXPENSE,11,960.02,3,1
90229.74,Entertainment,INCOME,10,29.94,4,1
76322.37,Entertainment,EXPENSE,13,660.92,2,1
38274.27,Bills,INCOME,13,630.35,6,1
48218.81,Bills,EXPENSE,21,830.61,4,1
80732.88,Shopping,INCOME,3,251.93,6,1
39897.12,Travel,EXPENSE,18,796.28,9,1
27226.55,Food,EXPENSE,5,478.42,7,1
66788.25,Entertainment,INCOME,19,390.67,12,1
5562.33,Other,INCOME,16,202.06,2,0
81440.66,Shopping,EXPENSE,1,945.34,12,1
61226.16,Shopping,EXPENSE,9,629.86,2,1
32173.21,Bills,INCOME,5,862.9,16,1
58267.12,Bills,INCOME,20,143.65,11,1
28016.03,Food,INCOME,14,442.69,9,0
5865.29,Bills,EXPENSE,23,403.22,13,0
59651.39,Shopping,EXPENSE,17,798.67,15,1
82609.3,Bills,EXPENSE,5,565.42,19,1
77785.1,Food,INCOME,16,674.63,8,1
19567.09,Travel,INCOME,7,89.19,4,0
31454.31,Salary,EXPENSE,6,344.74,12,0
54491.31,Food,INCOME,0,204.92,5,1
7905.53,Travel,EXPENSE,12,112.62,13,0
51353.78,Salary,INCOME,4,467.73,17,1
34529.27,Food,EXPENSE,6,447.49,17,0
26496.64,Food,EXPENSE,18,323.02,4,0
29436.95,Food,EXPENSE,13,275.39,1,0
20528.79,Shopping,EXPENSE,12,470.4,3,0
90509.03,Salary,INCOME,21,513.39,5,1
83404.09,Salary,EXPENSE,15,894.27,18,1
18280.08,Salary,EXPENSE,8,519.42,13,0
54635.2,Salary,INCOME,23,686.78,14,1
42630.75,Other,EXPENSE,17,243.03,3,0
17762.8,Salary,INCOME,13,29.16,7,0
44991.84,Salary,EXPENSE,15,785.61,18,1
63683.18,Bills,EXPENSE,14,478.32,1,1
93822.53,Travel,INCOME,16,779.89,4,1
1595.41,Other,EXPENSE,12,540.62,2,0
17135.48,Travel,INCOME,10,673.88,2,0
67890.78,Salary,INCOME,0,777.29,17,1
93709.02,Salary,INCOME,12,569.43,2,1
77020.52,Travel,EXPENSE,18,138.74,18,1
45699.74,Entertainment,EXPENSE,17,590.63,8,0
62362.53,Entertainment,INCOME,17,868.08,5,1
91862.67,Other,INCOME,1,951.4,7,1
54251.12,Salary,INCOME,16,969.07,20,1
88254.99,Shopping,EXPENSE,20,84.01,11,1
54591.95,Bills,EXPENSE,22,654.83,2,1
17945.28,Entertainment,INCOME,14,390.5,6,0
97212.35,Travel,EXPENSE,19,452.01,12,1
96354.19,Food,INCOME,15,610.43,15,1
15034.21,Entertainment,INCOME,16,497.23,4,0
12992.28,Entertainment,EXPENSE,15,994.19,1,1
53237.46,Salary,EXPENSE,12,643.55,20,1
36899.66,Salary,INCOME,0,663.57,11,1
39045.94,Salary,INCOME,21,456.64,1,0
12526.31,Shopping,EXPENSE,23,342.63,11,0
18296.48,Entertainment,INCOME,14,593.59,6,0
82655.52,Entertainment,INCOME,5,638.3,20,1
68368.38,Salary,INCOME,12,830.31,7,1
19497.05,Entertainment,EXPENSE,10,404.9,8,0
68068.92,Shopping,EXPENSE,17,761.5,15,1
94505.19,Bills,EXPENSE,18,171.86,18,1
69475.04,Shopping,INCOME,3,223.55,16,1
71076.0,Shopping,INCOME,0,951.63,15,1
95628.08,Other,INCOME,0,609.88,15,1
28766.11,Shopping,EXPENSE,0,194.16,20,1
87781.12,Entertainment,EXPENSE,3,913.88,19,1
4736.64,Entertainment,INCOME,18,236.02,1,0
36454.16,Bills,INCOME,2,325.25,14,1
82768.55,Travel,EXPENSE,6,728.93,11,1
21486.04,Bills,INCOME,23,845.88,16,1
79890.43,Bills,INCOME,1,16.06,19,1
84668.18,Salary,EXPENSE,9,950.39,2,1
35418.26,Bills,INCOME,19,529.21,3,0
52395.91,Entertainment,EXPENSE,19,732.5,4,1
722.32,Shopping,EXPENSE,7,844.7,16,1
76710.24,Bills,EXPENSE,4,935.17,17,1
80948.7,Bills,INCOME,1,955.55,18,1
79239.94,Bills,INCOME,8,298.65,5,1
70624.86,Entertainment,INCOME,23,893.17,8,1
33986.64,Entertainment,INCOME,11,796.6,10,1
84165.56,Shopping,EXPENSE,16,128.9,19,1
96765.06,Other,INCOME,10,25.4,0,1
4335.35,Other,INCOME,11,639.17,18,0
23247.35,Travel,EXPENSE,20,877.37,3,1
86855.09,Food,EXPENSE,0,323.98,15,1
20448.92,Salary,INCOME,17,738.16,3,1
28472.08,Entertainment,INCOME,12,586.43,15,0
96311.37,Salary,EXPENSE,13,449.0,20,1
71950.11,Shopping,INCOME,4,746.9,4,1
51555.64,Salary,EXPENSE,11,287.91,2,1
80548.21,Travel,EXPENSE,23,133.73,2,1
60677.59,Other,EXPENSE,20,304.87,2,1
73842.73,Food,EXPENSE,13,262.39,5,1
55296.96,Shopping,EXPENSE,17,165.06,15,1
70631.36,Salary,INCOME,5,786.92,11,1
32118.84,Salary,INCOME,17,627.73,15,0
15517.76,Entertainment,EXPENSE,10,142.45,2,0
77563.03,Salary,INCOME,12,899.65,17,1
10269.88,Food,EXPENSE,22,439.54,3,0
17596.12,Bills,EXPENSE,6,442.9,6,0
65556.84,Travel,EXPENSE,10,181.79,4,1
56709.12,Entertainment,EXPENSE,23,411.94,5,1
73293.87,Other,INCOME,21,853.87,2,1
23665.39,Entertainment,EXPENSE,7,896.71,10,1
70261.9,Travel,EXPENSE,10,555.94,9,1
12259.55,Salary,INCOME,23,743.66,15,1
80833.77,Shopping,EXPENSE,0,571.04,8,1
57782.01,Other,INCOME,19,715.49,3,1
44710.33,Other,INCOME,0,186.79,5,1
16250.85,Shopping,EXPENSE,21,901.07,14,1
91070.82,Salary,EXPENSE,6,490.33,10,1
95126.04,Entertainment,EXPENSE,4,149.24,3,1
36462.51,Salary,EXPENSE,17,188.44,1,0
26567.89,Entertainment,INCOME,19,810.83,14,1
50616.24,Entertainment,INCOME,11,683.6,11,1
35768.56,Travel,INCOME,1,798.69,1,1
27849.11,Shopping,EXPENSE,12,645.41,18,0
57406.54,Food,INCOME,2,346.89,5,1
87207.06,Entertainment,EXPENSE,0,778.94,20,1
77933.09,Salary,INCOME,21,24.03,9,1
27754.56,Other,EXPENSE,1,612.08,6,1
57676.09,Bills,EXPENSE,6,686.77,15,1
96743.09,Travel,INCOME,1,633.29,4,1
15782.58,Other,INCOME,13,466.55,4,0
60603.44,Salary,EXPENSE,3,112.71,12,1
91332.86,Food,EXPENSE,19,721.67,14,1
34326.75,Salary,INCOME,7,197.95,19,0
21448.22,Shopping,EXPENSE,13,380.28,6,0
66050.7,Bills,INCOME,16,103.63,9,1
9055.54,Food,INCOME,20,524.82,10,0
57664.13,Shopping,EXPENSE,4,596.32,12,1
84007.14,Entertainment,EXPENSE,22,846.87,11,1
83972.62,Food,EXPENSE,6,715.67,18,1
12863.92,Salary,INCOME,0,776.36,7,1
11909.1,Shopping,EXPENSE,13,935.17,17,1
36700.73,Shopping,EXPENSE,6,846.34,8,1
88815.82,Other,EXPENSE,0,140.85,15,1
42274.86,Shopping,EXPENSE,15,230.81,15,1
16676.87,Entertainment,EXPENSE,14,718.84,2,1
86203.33,Food,INCOME,7,129.99,9,1
94517.99,Food,INCOME,10,261.06,5,1
68460.65,Salary,EXPENSE,7,701.2,9,1
5911.85,Food,INCOME,12,956.59,18,1
64001.88,Shopping,INCOME,9,622.91,11,1
67722.99,Shopping,INCOME,9,425.17,5,1
25165.56,Other,EXPENSE,4,836.77,8,1
323.07,Food,EXPENSE,3,797.26,16,1
20761.58,Other,INCOME,17,229.85,14,0
76356.25,Food,INCOME,5,423.81,1,1
51709.35,Other,INCOME,14,107.4,18,1
71993.27,Shopping,EXPENSE,14,84.43,16,1
45323.66,Travel,EXPENSE,14,712.62,10,1
4827.45,Other,INCOME,11,969.97,8,1
19989.48,Bills,EXPENSE,3,704.06,0,1
43537.85,Shopping,INCOME,14,425.91,13,1
49642.61,Travel,EXPENSE,17,5.47,6,0
80375.16,Other,EXPENSE,19,402.58,14,1
83841.15,Bills,INCOME,4,78.93,18,1
24092.76,Travel,INCOME,0,32.08,8,1
42585.08,Shopping,INCOME,20,589.31,2,1
5105.23,Entertainment,INCOME,21,467.36,8,0
74914.82,Shopping,EXPENSE,17,768.27,17,1
71504.53,Other,INCOME,18,3.03,7,1
70787.5,Shopping,EXPENSE,1,255.52,19,1
80792.8,Shopping,INCOME,12,783.33,16,1
63906.22,Salary,EXPENSE,6,463.25,14,1
81375.85,Bills,INCOME,3,410.89,12,1
14886.56,Bills,INCOME,1,485.02,18,1
23368.22,Travel,INCOME,13,183.02,16,0
59532.38,Entertainment,EXPENSE,19,446.07,0,1
82263.47,Shopping,EXPENSE,13,848.12,4,1
46753.48,Entertainment,INCOME,17,844.25,3,1
5539.5,Travel,EXPENSE,20,803.25,20,1
84969.46,Entertainment,EXPENSE,7,369.38,19,1
59567.62,Other,INCOME,4,897.45,2,1
96253.8,Salary,INCOME,21,508.22,2,1
92811.17,Shopping,INCOME,17,138.24,3,1
88023.72,Shopping,EXPENSE,18,982.86,16,1
93254.07,Entertainment,EXPENSE,1,811.87,8,1
41907.82,Shopping,INCOME,21,93.7,5,1
38055.98,Food,INCOME,19,403.23,20,0
93418.16,Entertainment,INCOME,21,817.14,8,1
60010.18,Bills,EXPENSE,14,726.21,12,1
99904.86,Other,INCOME,21,635.39,8,1
35496.39,Salary,EXPENSE,8,904.72,2,1
42381.1,Shopping,INCOME,1,494.36,17,1
17744.08,Shopping,EXPENSE,10,722.87,11,1
93104.47,Entertainment,INCOME,5,292.85,1,1
92626.4,Salary,INCOME,19,376.31,17,1
26519.9,Entertainment,INCOME,0,265.64,16,1
6522.75,Food,EXPENSE,17,338.02,12,0
98123.57,Shopping,EXPENSE,20,406.63,17,1
84.31,Entertainment,EXPENSE,8,534.62,17,0
22833.81,Food,INCOME,4,985.01,12,1
99059.99,Other,INCOME,19,575.75,13,1
83310.41,Food,INCOME,2,214.45,3,1
75681.03,Salary,EXPENSE,11,661.18,19,1
16366.35,Other,EXPENSE,22,407.38,7,0
71985.46,Food,INCOME,5,981.01,1,1
32155.69,Entertainment,EXPENSE,12,332.45,0,1
36063.6,Shopping,INCOME,15,144.64,3,1
42920.33,Salary,EXPENSE,6,697.01,8,0
56743.57,Bills,EXPENSE,15,755.61,15,1
93139.23,Food,EXPENSE,22,258.69,17,1
54684.79,Food,EXPENSE,12,461.73,17,1
27186.28,Bills,INCOME,13,516.97,3,0
83981.48,Entertainment,EXPENSE,12,626.59,8,1
61665.99,Entertainment,EXPENSE,22,975.26,12,1
54977.73,Shopping,INCOME,18,312.35,2,1
58855.8,Shopping,EXPENSE,3,124.12,4,1
67968.33,Food,INCOME,11,246.4,12,1
4496.62,Food,EXPENSE,15,78.61,1,0
59620.85,Other,INCOME,6,421.25,7,1
70950.19,Travel,EXPENSE,16,579.27,10,1
5628.35,Bills,EXPENSE,1,24.77,20,1
30148.22,Travel,INCOME,16,971.27,8,1
29367.07,Bills,INCOME,21,865.18,17,1
43162.43,Bills,EXPENSE,10,789.18,8,1
82028.13,Shopping,INCOME,13,865.18,15,1
34024.68,Food,INCOME,9,768.01,7,1
50666.87,Entertainment,EXPENSE,13,130.86,11,1
40473.43,Bills,EXPENSE,20,184.33,13,0
28954.58,Food,INCOME,20,334.0,19,0
92538.96,Food,INCOME,5,855.58,3,1
29446.53,Other,INCOME,13,964.33,15,1
47421.15,Bills,EXPENSE,10,613.27,12,0
7952.55,Shopping,EXPENSE,2,372.51,16,1
25157.54,Other,INCOME,1,6.12,17,1
47484.8,Entertainment,INCOME,15,710.97,17,1
87468.15,Travel,INCOME,14,930.73,0,1
27356.05,Travel,INCOME,8,852.74,20,1
7660.16,Salary,EXPENSE,5,53.47,16,0
73554.81,Bills,INCOME,7,430.08,18,1
86646.52,Entertainment,EXPENSE,14,554.11,20,1
98340.94,Entertainment,EXPENSE,9,127.92,17,1
23294.44,Shopping,INCOME,11,796.92,8,1
67598.27,Bills,INCOME,9,652.82,9,1
33886.99,Travel,EXPENSE,2,111.4,6,1
71306.88,Bills,INCOME,17,614.78,15,1
62097.96,Other,EXPENSE,14,438.39,12,1
24327.48,Shopping,EXPENSE,15,169.72,6,0
55531.13,Bills,EXPENSE,2,897.74,11,1
65522.73,Food,EXPENSE,19,784.04,7,1
25530.25,Salary,EXPENSE,1,386.61,7,1
54554.6,Other,EXPENSE,8,624.13,7,1
22990.36,Shopping,EXPENSE,1,857.84,20,1
51494.49,Salary,INCOME,14,474.17,9,1
6742.74,Bills,INCOME,5,278.85,8,0
95553.37,Shopping,INCOME,13,53.49,17,1
53531.27,Shopping,EXPENSE,15,602.77,6,1
78438.61,Food,EXPENSE,20,686.24,10,1
59595.85,Travel,INCOME,16,512.49,8,1
73547.35,Other,INCOME,18,527.69,4,1
76445.2,Entertainment,EXPENSE,9,993.21,10,1
70322.6,Other,INCOME,3,274.24,14,1
25416.62,Travel,EXPENSE,2,861.85,19,1
96352.51,Salary,INCOME,5,267.8,6,1
64887.31,Entertainment,INCOME,5,521.46,7,1
10365.17,Food,INCOME,0,391.9,5,1
56679.8,Travel,EXPENSE,22,578.07,6,1
12156.6,Other,EXPENSE,0,185.11,5,1
1676.93,Salary,INCOME,14,433.97,3,0
3028.56,Other,INCOME,22,386.23,0,0
81792.09,Travel,INCOME,12,796.86,9,1
72464.37,Entertainment,INCOME,10,649.88,20,1
58983.78,Other,EXPENSE,15,276.36,17,1
19538.99,Shopping,INCOME,18,316.39,3,0
19895.65,Other,EXPENSE,14,835.3,12,1
400.66,Other,INCOME,10,952.5,18,1
83417.41,Shopping,EXPENSE,22,46.08,13,1
66860.77,Bills,INCOME,2,73.83,20,1
37128.3,Other,EXPENSE,22,90.3,7,0
208.49,Bills,INCOME,3,398.82,18,1
61880.45,Food,EXPENSE,11,773.01,6,1
54846.06,Shopping,EXPENSE,12,534.3,18,1
40555.38,Bills,INCOME,0,527.95,17,1
55564.31,Salary,EXPENSE,15,529.14,20,1
61455.8,Shopping,EXPENSE,11,802.85,13,1
45380.75,Food,INCOME,12,23.37,19,0
2276.58,Food,EXPENSE,13,881.18,11,1
96341.06,Entertainment,EXPENSE,12,14.69,2,1
634.14,Entertainment,INCOME,4,940.75,14,1
51074.15,Food,INCOME,15,456.92,2,1
13840.08,Shopping,INCOME,19,184.88,2,0
67313.78,Other,EXPENSE,8,91.9,18,1
13820.19,Shopping,EXPENSE,5,140.91,15,0
58784.11,Bills,EXPENSE,22,881.64,8,1
36675.81,Travel,EXPENSE,17,346.61,9,0
83352.23,Food,INCOME,13,779.5,4,1
57818.89,Travel,INCOME,15,830.5,18,1
73445.02,Food,INCOME,7,925.34,10,1
95066.38,Bills,EXPENSE,6,827.28,8,1
47026.77,Travel,EXPENSE,17,611.03,8,1
8941.49,Entertainment,EXPENSE,5,688.85,14,0
13668.16,Bills,EXPENSE,12,941.6,17,1
79494.39,Shopping,EXPENSE,15,65.91,11,1
64165.97,Other,EXPENSE,2,116.17,11,1
61061.32,Other,INCOME,3,981.05,2,1
42769.0,Salary,EXPENSE,23,362.73,14,0
56972.71,Travel,EXPENSE,1,462.38,13,1
68064.52,Food,INCOME,8,906.05,20,1
50442.79,Other,INCOME,17,711.38,9,1
64603.68,Other,INCOME,13,593.1,18,1
85753.45,Shopping,EXPENSE,19,257.09,15,1
41371.29,Salary,EXPENSE,19,793.03,16,1
97741.55,Travel,INCOME,17,82.64,2,1
33262.4,Travel,INCOME,17,663.99,12,0
18358.43,Bills,INCOME,6,970.82,11,1
52425.59,Other,EXPENSE,10,871.36,4,1
6094.52,Other,INCOME,17,435.42,13,0
58849.19,Travel,INCOME,9,930.95,16,1
30398.79,Travel,INCOME,7,382.63,20,0
29826.63,Travel,EXPENSE,10,333.99,14,0
92704.85,Salary,EXPENSE,12,360.11,19,1
8052.16,Bills,EXPENSE,6,564.57,0,0
54107.17,Shopping,INCOME,3,42.51,20,1
73075.46,Salary,EXPENSE,7,99.73,2,1
46296.84,Entertainment,INCOME,3,601.03,0,1
80553.86,Salary,INCOME,21,389.07,5,1
2428.11,Salary,INCOME,7,315.13,8,0
8361.62,Travel,EXPENSE,2,666.86,5,1
31409.01,Other,INCOME,1,10.58,13,1
69978.62,Food,EXPENSE,10,110.99,6,1
93053.62,Shopping,INCOME,14,633.72,19,1
43834.27,Food,INCOME,3,764.98,6,1
46396.37,Entertainment,EXPENSE,11,708.3,18,1
64409.13,Travel,EXPENSE,1,9.72,12,1
67769.97,Travel,INCOME,23,12.2,18,1
27779.54,Travel,EXPENSE,6,428.41,16,0
97231.78,Shopping,EXPENSE,2,542.76,20,1
9424.84,Travel,INCOME,19,616.6,5,0
35949.46,Other,EXPENSE,11,686.02,10,0
36166.53,Food,EXPENSE,1,407.56,15,1
57782.02,Salary,EXPENSE,12,571.19,17,1
54696.2,Salary,INCOME,15,262.77,7,1
50120.34,Salary,EXPENSE,22,889.76,6,1
57049.09,Shopping,INCOME,18,698.89,11,1
2100.09,Bills,INCOME,14,376.98,5,0
854.59,Travel,INCOME,0,72.88,6,1
31344.71,Travel,INCOME,5,285.87,14,0
18417.84,Food,EXPENSE,21,947.02,4,1
22171.17,Shopping,EXPENSE,2,15.23,1,1
64332.95,Bills,EXPENSE,11,244.29,20,1
54124.34,Bills,INCOME,7,13.94,3,1
39288.58,Travel,EXPENSE,19,927.52,9,1
33484.45,Bills,INCOME,18,556.48,17,0
85728.13,Other,EXPENSE,2,170.99,18,1
31202.9,Bills,EXPENSE,7,953.25,7,1
80420.48,Travel,EXPENSE,22,141.47,11,1
18694.53,Shopping,INCOME,14,889.93,19,1
90737.72,Food,EXPENSE,11,841.85,7,1
55095.54,Travel,EXPENSE,13,700.42,5,1
79536.41,Salary,EXPENSE,2,352.57,16,1
52249.28,Bills,EXPENSE,21,366.04,3,1
77291.62,Entertainment,INCOME,6,535.53,10,1
8201.23,Entertainment,INCOME,18,749.62,15,1
69088.65,Bills,EXPENSE,22,50.34,10,1
47901.08,Other,EXPENSE,2,547.49,12,1
15499.59,Entertainment,INCOME,5,803.71,8,1
88212.69,Other,EXPENSE,21,95.97,16,1
72252.13,Bills,EXPENSE,0,53.97,17,1
29489.83,Travel,EXPENSE,4,662.49,4,1
8913.62,Shopping,INCOME,8,654.83,4,0
86032.42,Salary,EXPENSE,2,421.46,11,1
71068.49,Salary,EXPENSE,21,126.53,20,1
12801.69,Salary,EXPENSE,1,277.0,4,1
13163.49,Salary,INCOME,15,359.18,4,0
10368.38,Shopping,EXPENSE,1,898.51,4,1
41821.97,Food,INCOME,8,395.87,0,1
82496.6,Shopping,EXPENSE,14,456.92,11,1
58476.99,Entertainment,EXPENSE,4,767.91,0,1
99067.3,Food,INCOME,21,883.46,2,1
37843.1,Entertainment,EXPENSE,5,582.04,16,0
94414.03,Food,INCOME,7,842.15,17,1
6734.74,Bills,INCOME,5,150.84,2,0
20342.25,Food,INCOME,15,13.99,1,0
55740.15,Shopping,INCOME,12,460.5,1,1
70057.6,Travel,EXPENSE,18,512.14,12,1
6091.43,Entertainment,INCOME,8,300.5,1,0
43176.94,Travel,INCOME,19,770.21,7,1
34411.8,Shopping,INCOME,5,453.62,4,1
38564.77,Bills,EXPENSE,2,295.52,4,1
78593.75,Salary,EXPENSE,23,343.52,20,1
32090.11,Salary,EXPENSE,3,679.18,16,1
95498.23,Entertainment,INCOME,19,950.37,19,1
62296.33,Bills,EXPENSE,20,240.1,9,1
71136.02,Salary,INCOME,8,220.6,17,1
23980.22,Travel,INCOME,14,974.11,5,1
66687.71,Shopping,EXPENSE,7,245.52,6,1
3521.71,Salary,EXPENSE,2,78.69,11,1
52923.75,Bills,EXPENSE,11,980.14,8,1
46717.1,Salary,INCOME,22,563.72,8,0
79616.8,Bills,INCOME,23,772.09,20,1
19976.86,Travel,INCOME,11,564.32,8,0
93122.77,Entertainment,INCOME,2,430.91,8,1
17749.47,Shopping,INCOME,0,535.49,0,1
92533.04,Entertainment,INCOME,16,87.54,10,1
39940.14,Travel,INCOME,11,575.72,12,0
44696.09,Food,EXPENSE,0,453.2,8,1
36825.88,Salary,EXPENSE,8,181.59,3,0
28627.23,Salary,INCOME,20,544.46,6,0
89731.2,Bills,EXPENSE,9,776.75,9,1
80968.84,Bills,INCOME,7,657.79,14,1
96107.0,Salary,EXPENSE,0,534.16,3,1
53106.48,Shopping,EXPENSE,4,931.92,2,1
54920.83,Food,INCOME,10,156.42,11,1
65811.25,Salary,EXPENSE,13,889.18,16,1
26013.17,Other,INCOME,1,112.43,6,1
16401.88,Salary,EXPENSE,22,529.04,10,0
82044.56,Travel,INCOME,14,452.97,18,1
68212.76,Bills,EXPENSE,6,468.03,3,1
6241.44,Other,EXPENSE,20,700.27,4,1
93246.28,Food,EXPENSE,11,325.48,16,1
4610.75,Food,EXPENSE,15,856.33,5,1
6617.97,Travel,INCOME,14,662.57,6,0
2695.65,Shopping,EXPENSE,18,692.3,3,0
21800.79,Bills,EXPENSE,15,993.45,1,1
19851.65,Entertainment,INCOME,11,709.19,16,1
17642.23,Salary,EXPENSE,19,644.88,18,0
85601.72,Other,EXPENSE,11,127.82,11,1
35257.28,Other,EXPENSE,7,148.36,4,0
77097.24,Bills,EXPENSE,22,615.95,16,1
17471.92,Shopping,INCOME,15,691.19,7,0
22588.91,Travel,INCOME,13,87.11,11,0
46980.77,Food,EXPENSE,17,976.12,1,1
38939.54,Bills,EXPENSE,16,806.93,6,1
9912.1,Bills,EXPENSE,4,396.43,11,1
95217.41,Entertainment,EXPENSE,17,677.77,20,1
70623.39,Other,INCOME,21,793.76,20,1
70759.77,Shopping,INCOME,12,478.48,10,1
26302.43,Travel,EXPENSE,6,982.15,4,1
16180.51,Salary,EXPENSE,20,106.13,19,0
99713.97,Shopping,EXPENSE,22,815.69,20,1
17904.89,Shopping,INCOME,1,377.03,19,1
33786.51,Shopping,EXPENSE,12,242.24,20,1
47904.91,Other,EXPENSE,2,855.08,3,1
27192.02,Salary,INCOME,8,104.54,7,1
66916.79,Travel,INCOME,3,653.2,10,1
88853.44,Food,EXPENSE,12,174.51,1,1
28718.04,Bills,EXPENSE,18,828.17,15,1
38642.33,Shopping,INCOME,15,45.03,10,1
7318.51,Travel,EXPENSE,11,86.48,8,0
56644.33,Salary,INCOME,10,428.27,0,1
67069.0,Entertainment,INCOME,18,984.77,18,1
54734.82,Shopping,EXPENSE,1,477.16,0,1
1865.11,Travel,INCOME,5,666.66,2,0
65220.3,Food,EXPENSE,23,661.63,4,1
94083.04,Entertainment,EXPENSE,22,430.0,19,1
53221.43,Salary,INCOME,12,36.34,16,1
7465.63,Bills,INCOME,15,231.32,19,0
18578.16,Bills,INCOME,21,764.64,14,1
69560.51,Entertainment,INCOME,20,544.7,11,1
63758.38,Travel,INCOME,6,115.29,2,1
38254.01,Shopping,EXPENSE,0,953.81,18,1
18209.82,Food,EXPENSE,1,158.54,18,1
84224.38,Other,INCOME,15,807.55,8,1
56325.88,Bills,INCOME,15,6.89,1,1
42115.45,Entertainment,INCOME,12,306.17,17,0
43554.08,Bills,INCOME,18,447.83,14,0
88487.11,Food,INCOME,6,385.66,11,1
99061.24,Shopping,INCOME,1,23.05,7,1
69918.21,Bills,EXPENSE,1,588.86,12,1
56526.38,Entertainment,EXPENSE,14,441.38,3,1
56564.99,Shopping,EXPENSE,18,695.95,7,1
5002.06,Shopping,INCOME,23,7.96,11,0
16193.12,Travel,INCOME,13,674.42,13,0
98745.44,Other,INCOME,19,289.98,16,1
55981.13,Entertainment,INCOME,19,393.47,9,1
43490.72,Shopping,INCOME,8,874.66,9,1
30773.79,Shopping,EXPENSE,9,611.99,12,1
60367.89,Travel,EXPENSE,22,944.75,8,1
45116.5,Travel,INCOME,13,263.79,16,0
83685.31,Salary,EXPENSE,4,224.53,18,1
42041.82,Entertainment,INCOME,23,935.18,18,1
53341.2,Other,INCOME,3,249.18,3,1
99770.75,Other,INCOME,4,61.2,5,1
47899.78,Food,INCOME,10,301.36,16,0
28742.19,Salary,INCOME,11,336.68,18,0
77785.71,Food,EXPENSE,0,42.91,8,1
84833.24,Bills,EXPENSE,4,723.53,7,1
82304.9,Travel,INCOME,3,136.36,3,1
86384.25,Shopping,INCOME,11,528.77,19,1
33110.2,Shopping,INCOME,0,555.38,13,1
7934.19,Entertainment,EXPENSE,2,261.09,11,1
18955.8,Salary,INCOME,12,387.89,2,0
93458.15,Entertainment,INCOME,1,885.02,9,1
19089.85,Bills,EXPENSE,21,740.86,1,1
19530.54,Bills,INCOME,5,265.12,6,0
1920.72,Travel,INCOME,22,579.45,16,0
67495.98,Salary,INCOME,17,831.2,1,1
90165.57,Salary,INCOME,22,707.85,4,1
28093.95,Other,EXPENSE,4,886.12,20,1
66283.28,Bills,INCOME,9,64.41,8,1
3802.11,Travel,INCOME,1,155.17,17,1
83479.78,Food,EXPENSE,5,815.07,19,1
42241.32,Shopping,EXPENSE,14,751.61,5,1
13390.98,Travel,EXPENSE,0,136.29,4,1
57383.01,Food,EXPENSE,6,877.81,7,1
19766.99,Bills,INCOME,14,67.72,3,0
42806.24,Bills,INCOME,0,437.54,13,1
47864.89,Entertainment,INCOME,10,249.12,1,0
64193.41,Travel,EXPENSE,2,941.56,5,1
73484.88,Entertainment,INCOME,15,170.63,0,1
71688.05,Other,EXPENSE,1,127.06,9,1
94657.47,Other,EXPENSE,2,454.22,5,1
66208.64,Travel,INCOME,1,881.08,1,1
87873.47,Bills,INCOME,21,883.1,14,1
95846.22,Other,INCOME,20,636.06,15,1
26081.99,Food,EXPENSE,8,50.05,11,0
22777.63,Other,INCOME,4,788.62,15,1
